relationship_id,source_db,from_table,from_columns,to_table,to_columns,join_condition,relationship_type,validation_status,validation_source,confidence
CAND0078,10.10.10.15:1521/his,INPADM.PATS_IN_HOSPITAL_TEST,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.PATS_IN_HOSPITAL_TEST.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.PATS_IN_HOSPITAL_TEST.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0079,10.10.10.15:1521/his,INPADM.PATS_IN_TRANSFERRING,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.PATS_IN_TRANSFERRING.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0080,10.10.10.15:1521/his,INPADM.PAT_VISIT_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.PAT_VISIT_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0081,10.10.10.15:1521/his,INPADM.PAT_VISIT_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.PAT_VISIT_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.PAT_VISIT_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0082,10.10.10.15:1521/his,INPADM.PRE_DISCHGED_PATS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.PRE_DISCHGED_PATS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0083,10.10.10.15:1521/his,INPADM.PRE_DISCHGED_PATS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.PRE_DISCHGED_PATS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.PRE_DISCHGED_PATS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0084,10.10.10.15:1521/his,INPADM.PRE_TRANSFERRING_PATS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.PRE_TRANSFERRING_PATS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0085,10.10.10.15:1521/his,INPADM.PRE_TRANSFERRING_PATS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.PRE_TRANSFERRING_PATS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.PRE_TRANSFERRING_PATS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0086,10.10.10.15:1521/his,INPADM.WAIT_BED_PATS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.WAIT_BED_PATS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0087,10.10.10.15:1521/his,INPADM.WAIT_BED_PATS_NEW,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPADM.WAIT_BED_PATS_NEW.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0088,10.10.10.15:1521/his,INPADM.WAIT_BED_PATS_NEW,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPADM.WAIT_BED_PATS_NEW.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPADM.WAIT_BED_PATS_NEW.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0089,10.10.10.15:1521/his,INPBILL.BANK_TRANS_LISTS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.BANK_TRANS_LISTS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0090,10.10.10.15:1521/his,INPBILL.BANK_TRANS_LISTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.BANK_TRANS_LISTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.BANK_TRANS_LISTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0091,10.10.10.15:1521/his,INPBILL.BANK_TRANS_LISTS,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.BANK_TRANS_LISTS.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0092,10.10.10.15:1521/his,INPBILL.BILL_MISC_ITEM_PATCH,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.BILL_MISC_ITEM_PATCH.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0093,10.10.10.15:1521/his,INPBILL.BILL_MISC_ITEM_PATCH,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.BILL_MISC_ITEM_PATCH.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.BILL_MISC_ITEM_PATCH.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0094,10.10.10.15:1521/his,INPBILL.DISPENSE_MEDICINE_APPLICATION,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.DISPENSE_MEDICINE_APPLICATION.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0095,10.10.10.15:1521/his,INPBILL.DISPENSE_MEDICINE_APPLICATION,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.DISPENSE_MEDICINE_APPLICATION.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.DISPENSE_MEDICINE_APPLICATION.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0096,10.10.10.15:1521/his,INPBILL.INPBILL_ITEMPRICE_CHANGES_LOG,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INPBILL_ITEMPRICE_CHANGES_LOG.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0097,10.10.10.15:1521/his,INPBILL.INPBILL_ITEMPRICE_CHANGES_LOG,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INPBILL_ITEMPRICE_CHANGES_LOG.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INPBILL_ITEMPRICE_CHANGES_LOG.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0098,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0099,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0100,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0101,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAILQ,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAILQ.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0102,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAILQ,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAILQ.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAILQ.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0103,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAILQ,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAILQ.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0104,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_1123,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_1123.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0105,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_1123,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_1123.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_1123.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0106,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_1123,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_1123.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0107,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_112302,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_112302.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0108,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_112302,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_112302.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_112302.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0109,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_112302,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_112302.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0110,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_20241231,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_20241231.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0111,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_20241231,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_20241231.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_20241231.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0112,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_20241231,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_20241231.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0113,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_B,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_B.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0114,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_B,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_B.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_B.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0115,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_B,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_B.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0116,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_BACK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0117,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_BACK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_BACK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0118,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACK,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_BACK.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0119,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACKUP0105,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_BACKUP0105.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0120,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACKUP0105,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_BACKUP0105.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_BACKUP0105.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0121,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACKUP0105,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_BACKUP0105.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0122,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0123,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0124,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BACKUP2025,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_BACKUP2025.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0125,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_BK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0126,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0127,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_BK,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_BK.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0128,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_C0525325,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_C0525325.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0129,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0130,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_C0525325,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_C0525325.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0131,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_CANCEL,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_CANCEL.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0132,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_CANCEL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_CANCEL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_CANCEL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0133,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_HRP,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_HRP.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0134,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_HRP,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_HRP.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_HRP.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0135,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_JZ,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_JZ.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0136,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_JZ,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_JZ.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_JZ.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0137,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_JZ,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_JZ.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0138,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_SETTLE_BK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_SETTLE_BK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0139,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_SETTLE_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_SETTLE_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_SETTLE_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0140,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_SETTLE_BK,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_SETTLE_BK.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0141,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_TEST,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_TEST.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0142,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_TEST,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_TEST.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_TEST.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0143,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_TEST,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_TEST.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0144,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy1,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_copy1.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0145,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0146,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy1,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_copy1.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0147,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy2,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_copy2.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0148,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy2,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,INPBILL.INP_BILL_DETAIL_copy2.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND INPBILL.INP_BILL_DETAIL_copy2.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0149,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy2,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,INPBILL.INP_BILL_DETAIL_copy2.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0150,10.10.10.15:1521/his,INPBILL.INP_BILL_DETAIL_copy3,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,INPBILL.INP_BILL_DETAIL_copy3.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
